상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
세종슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,한솔동,127.2571609,36.48234018
백설,,음식,한식,갈비/삼겹살,세종특별자치시,조치원읍,127.29206,36.60588358
세종스타베이프,,소매,종합소매점,시장/종합상가,세종특별자치시,도담동,127.2606407,36.51309339
비바릴리,세종점,음식,양식,정통양식/경양식,세종특별자치시,고운동,127.2361785,36.51886026
이마트24,세종부강문곡점,소매,종합소매점,할인점,세종특별자치시,부강면,127.3886187,36.52879626
순남시래기,세종도담점,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2606407,36.51309339
제주연탄구이,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3674987,36.52786603
봉평막국수,,음식,분식,국수/만두/칼국수,세종특별자치시,장군면,127.2201746,36.50034487
신행정부동산,,부동산,부동산중개,부동산중개,세종특별자치시,전동면,127.2660301,36.65387725
경희원떡집,,음식,제과제빵떡케익,떡전문,세종특별자치시,종촌동,127.2484326,36.50555502
박선희황태어글탕,,음식,한식,황태전문,세종특별자치시,어진동,127.2706026,36.50442191
별별분식,,음식,분식,라면김밥분식,세종특별자치시,보람동,127.2969322,36.48021992
더참맛,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2909982,36.60342599
네일에반하다,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,도담동,127.2606407,36.51309339
진성아구찜,도담점,음식,일식/수산물,해물찜/탕전문,세종특별자치시,도담동,127.2584653,36.51525183
녹동세차장,,생활서비스,자동차/이륜차,세차장,세종특별자치시,부강면,127.3723102,36.52802663
반올림피자샵,세종점,음식,패스트푸드,피자전문,세종특별자치시,고운동,127.2415819,36.51892177
세종고창풍천장어,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2267563,36.4985312
라이브플러스,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3660118,36.53081414
삼촌네,,음식,양식,정통양식/경양식,세종특별자치시,종촌동,127.2437487,36.50393027
화인,,음식,유흥주점,호프/맥주,세종특별자치시,금남면,127.2810254,36.46616517
김밥과토스트,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.289886,36.59184787
뷰티&美,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2872604,36.59420237
CU세종홍익대정문점,세종홍익대정문점,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2902223,36.62223852
공주기름방앗간,,생활서비스,세탁/가사서비스,방앗간/정미소,세종특별자치시,조치원읍,127.2984718,36.60018081
가맥,,음식,유흥주점,호프/맥주,세종특별자치시,조치원읍,127.2855286,36.6147485
청와삼대,세종시청점,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.2985091,36.47736331
케이케이치킨피자,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2936511,36.610363
또와포차,,음식,유흥주점,소주방/포장마차,세종특별자치시,장군면,127.2086359,36.44073425
수통골소고기보신탕,,음식,별식/퓨전요리,사철탕전문,세종특별자치시,보람동,127.2938072,36.48393254
대독장,세종점,음식,한식,한식/백반/한정식,세종특별자치시,보람동,127.2897054,36.47724815
드플뢰르,,음식,양식,정통양식/경양식,세종특별자치시,어진동,127.2624501,36.5083011
씨스페이스,전동점,소매,종합소매점,편의점,세종특별자치시,전동면,127.2689463,36.65420159
베트남쌀국수,,음식,별식/퓨전요리,동남아음식전문점,세종특별자치시,조치원읍,127.2983706,36.59901765
황비홍반점,,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.2906173,36.60718175
세종1번가,,소매,종합소매점,아케이드/쇼핑센타,세종특별자치시,어진동,127.2706026,36.50442191
피자마루첫마을점,첫마을점,음식,패스트푸드,피자전문,세종특별자치시,한솔동,127.2600121,36.4817721
향미식당,,음식,양식,정통양식/경양식,세종특별자치시,전의면,127.2045846,36.67854493
태영전기,,소매,가정/주방/인테리어,조명기구/전기용품,세종특별자치시,연서면,127.2653342,36.57282778
스노우마운틴,홈플러스세종점,음식,패스트푸드,아이스크림판매,세종특별자치시,어진동,127.2588522,36.50746771
태양부동산,,부동산,부동산중개,부동산중개,세종특별자치시,전동면,127.2665676,36.65381748
경성술집도담점,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2584653,36.51525183
키즈방방,,학문/교육,유아교육,실내놀이터-유아,세종특별자치시,조치원읍,127.2911068,36.6037781
어반크레마,,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2649144,36.49561813
처갓집,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,전동면,127.267613,36.65326517
청해진수산,,음식,일식/수산물,횟집,세종특별자치시,조치원읍,127.3019297,36.59475782
윤미네식당,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2984718,36.60018081
이도,,음식,한식,한식/백반/한정식,세종특별자치시,연서면,127.2843627,36.56426487
아이키움어린이집,,학문/교육,학원기타,학원(종합),세종특별자치시,보람동,127.2932428,36.48218082
해법중국어교습소,,학문/교육,학원-어학,학원-외국어/어학,세종특별자치시,조치원읍,127.2941772,36.60292216
순댓국소리,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2606407,36.51309339
명태찜앤드낭만도야지,,음식,한식,갈비/삼겹살,세종특별자치시,나성동,127.2581874,36.49055669
홍꼬왕짬뽕,,음식,중식,중국음식/중국집,세종특별자치시,부강면,127.3710748,36.53028218
고기쟁이정육식당,,음식,한식,한식/백반/한정식,세종특별자치시,종촌동,127.2445695,36.50216908
만만한장어,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,조치원읍,127.2975867,36.59425466
대웅장여관,,숙박,모텔/여관/여인숙,모텔/여관/여인숙,세종특별자치시,장군면,127.2057368,36.49751894
점프셈교실,돌체피아노,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,아름동,127.24384,36.51863871
송림정,,음식,한식,한식/백반/한정식,세종특별자치시,전의면,127.2041925,36.68620241
대도노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.299702,36.60257624
대흥공업사,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,부강면,127.3705239,36.52798116
휴남성헤어샵,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,도담동,127.2586084,36.51429742
GS25,신흥대림점,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2850543,36.5934682
두끼떡볶이세종점,세종점,음식,분식,떡볶이전문,세종특별자치시,종촌동,127.2495346,36.50473284
한우정육식당소쟁이,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2300709,36.49971521
램브로양꼬치,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2230504,36.49964266
더소울헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,소담동,127.2960514,36.48506332
재동편의점,,소매,종합소매점,편의점,세종특별자치시,전의면,127.2076735,36.68063825
배스킨라빈스,세종보람점,음식,패스트푸드,아이스크림판매,세종특별자치시,보람동,127.2907192,36.47744343
민영이네,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2953217,36.58523822
정상어학원세종국제분원,세종국제분원,학문/교육,학원-어학,학원-어린이영어,세종특별자치시,종촌동,127.249965,36.50293311
영만이네,,음식,한식,한식/백반/한정식,세종특별자치시,보람동,127.2935533,36.48362462
남원우리추어탕,,음식,한식,추어탕전문,세종특별자치시,연동면,127.3295775,36.55106353
삼순이네,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2217482,36.50038218
소도둑,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2201239,36.49983986
사리원면옥,,음식,한식,냉면집,세종특별자치시,조치원읍,127.2984718,36.60018081
대왕카스테라,,음식,제과제빵떡케익,제과점,세종특별자치시,아름동,127.2494765,36.51190617
떡뽁킹,,음식,분식,떡볶이전문,세종특별자치시,아름동,127.2488695,36.51233493
신흥태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,조치원읍,127.2883076,36.59456911
미래공인중개사,,부동산,부동산중개,부동산중개,세종특별자치시,한솔동,127.2490499,36.47515174
바짜,,음식,양식,정통양식/경양식,세종특별자치시,아름동,127.2526273,36.51862199
맛찬들왕소금구이,세종점,음식,한식,갈비/삼겹살,세종특별자치시,도담동,127.2579379,36.51436535
두꺼비식당,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3685939,36.52913354
경진카센타,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,부강면,127.3586909,36.53295595
피아노개인레슨,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,고운동,127.228068,36.51481567
제일이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.303009,36.60273982
옥탑방오봉자싸롱,전의점,음식,유흥주점,호프/맥주,세종특별자치시,전의면,127.2063975,36.6796024
간단하지만특별한화피디Cafe,아이스크림,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,아름동,127.2464278,36.51314865
공주알밤예목원농장,,소매,음/식료품소매,청과물소매,세종특별자치시,장군면,127.1968995,36.48315747
형제컴퓨터세탁소,,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,조치원읍,127.2941772,36.60292216
뽕뜨락피자,조치원점,음식,패스트푸드,피자전문,세종특별자치시,조치원읍,127.2904973,36.61418339
부광상회,,소매,가방/신발/액세서리,양품점,세종특별자치시,금남면,127.2769696,36.43550793
푸릴리,조치원점,음식,부페,종합부페,세종특별자치시,조치원읍,127.2882197,36.61751328
크린토피아세종신안E편한세상점,세종신안E편한세상점,생활서비스,세탁/가사서비스,세탁소/빨래방,세종특별자치시,조치원읍,127.2899491,36.6142342
동대문엽기떡볶이,조치원점,음식,분식,떡볶이전문,세종특별자치시,조치원읍,127.2973801,36.60224715
불타는생선구이낭만도야지,,음식,일식/수산물,갈치/생선구이,세종특별자치시,나성동,127.2583138,36.49017897
세종식당,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3634687,36.53180996
세종미소공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,도담동,127.2565951,36.51585301
멍게가,,음식,한식,한식/백반/한정식,세종특별자치시,어진동,127.2649144,36.49561813
등촌샤브칼국수,,음식,분식,국수/만두/칼국수,세종특별자치시,도담동,127.2587845,36.5133973
미소식품,,소매,음/식료품소매,식료품점,세종특별자치시,전의면,127.1722591,36.68296574
다솜개발,,부동산,부동산중개,부동산중개,세종특별자치시,연기면,127.2766099,36.54384167
이마트24,세종금강노을점,소매,종합소매점,할인점,세종특별자치시,보람동,127.2844546,36.47910935
남도돌솥밥,,음식,한식,한식/백반/한정식,세종특별자치시,연동면,127.3241957,36.58032259
한성식품,,음식,중식,중국음식/중국집,세종특별자치시,금남면,127.2783489,36.46360756
삼삼식당,,음식,한식,한식/백반/한정식,세종특별자치시,연동면,127.3471955,36.53610193
정미소아리랑닭갈비,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2224809,36.49966599
또또마을,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2120597,36.45952939
